"","date","pollster","right"
"2704",2015-02-22,"YouGov",0.46
"2705",2015-02-20,"Lord Ashcroft",0.48
"2706",2015-02-20,"Populus",0.47
"2707",2015-02-20,"Savanta",0.47
"2708",2015-02-20,"Lord Ashcroft",0.43
"2709",2015-02-19,"YouGov",0.46
"2710",2015-02-18,"Populus",0.48
"2711",2015-02-18,"YouGov",0.47
"2712",2015-02-17,"Opinium",0.5
"2713",2015-02-17,"YouGov",0.46
"2714",2015-02-16,"YouGov",0.48
"2715",2015-02-15,"YouGov",0.48
"2716",2015-02-13,"Lord Ashcroft",0.46
"2717",2015-02-13,"Populus",0.46
"2718",2015-02-13,"ICM",0.45
"2719",2015-02-12,"YouGov",0.47
"2720",2015-02-12,"Kantar",0.46
"2721",2015-02-11,"Savanta",0.48
"2722",2015-02-11,"YouGov",0.46
"2723",2015-02-11,"Populus",0.45
"2724",2015-02-10,"YouGov",0.47
"2725",2015-02-10,"Opinium",0.47
"2726",2015-02-09,"YouGov",0.46
"2727",2015-02-08,"YouGov",0.48
"2728",2015-02-08,"Ipsos",0.43
"2729",2015-02-06,"Lord Ashcroft",0.48
"2730",2015-02-06,"Populus",0.48
"2731",2015-02-05,"YouGov",0.47
"2732",2015-02-04,"Populus",0.47
"2733",2015-02-04,"YouGov",0.47
"2734",2015-02-03,"YouGov",0.47
"2735",2015-02-03,"Opinium",0.47
"2736",2015-02-02,"YouGov",0.47
"2737",2015-02-01,"YouGov",0.47
"2738",2015-01-30,"Lord Ashcroft",0.46
"2739",2015-01-30,"Populus",0.45
"2740",2015-01-29,"YouGov",0.47
"2741",2015-01-29,"Kantar",0.45
"2742",2015-01-28,"Populus",0.48
"2743",2015-01-28,"YouGov",0.48
"2744",2015-01-27,"Opinium",0.5
"2745",2015-01-27,"YouGov",0.49
"2746",2015-01-26,"YouGov",0.48
"2747",2015-01-25,"Survation",0.54
"2748",2015-01-25,"YouGov",0.49
"2749",2015-01-23,"Savanta",0.48
"2750",2015-01-23,"Populus",0.47
"2751",2015-01-23,"Lord Ashcroft",0.47
"2752",2015-01-22,"YouGov",0.47
"2753",2015-01-21,"YouGov",0.48
"2754",2015-01-21,"Populus",0.45
"2755",2015-01-20,"YouGov",0.47
"2756",2015-01-19,"YouGov",0.47
"2757",2015-01-18,"YouGov",0.47
"2758",2015-01-16,"Populus",0.48
"2759",2015-01-16,"Lord Ashcroft",0.44
"2760",2015-01-16,"ICM",0.41
"2761",2015-01-15,"YouGov",0.49
"2762",2015-01-15,"Kantar",0.47
"2763",2015-01-14,"Savanta",0.51
"2764",2015-01-14,"YouGov",0.48
"2765",2015-01-14,"YouGov",0.47
"2766",2015-01-14,"Populus",0.46
"2767",2015-01-13,"Opinium",0.48
"2768",2015-01-13,"YouGov",0.47
"2769",2015-01-12,"YouGov",0.46
"2770",2015-01-11,"YouGov",0.49
"2771",2015-01-11,"Ipsos",0.44
"2772",2015-01-09,"Lord Ashcroft",0.5
"2773",2015-01-09,"Populus",0.45
"2774",2015-01-08,"YouGov",0.5
"2775",2015-01-07,"Populus",0.47
"2776",2015-01-07,"YouGov",0.46
"2777",2015-01-06,"YouGov",0.47
"2778",2015-01-06,"Kantar",0.46
"2779",2015-01-05,"YouGov",0.46
"2780",2015-01-04,"YouGov",0.45
"2781",2015-01-02,"Populus",0.46
"2782",2014-12-30,"Opinium",0.49
"2783",2014-12-21,"YouGov",0.48
"2784",2014-12-19,"Populus",0.47
"2785",2014-12-18,"Survation",0.5
"2786",2014-12-18,"YouGov",0.47
"2787",2014-12-17,"Populus",0.47
"2788",2014-12-17,"YouGov",0.46
"2789",2014-12-16,"YouGov",0.47
"2790",2014-12-16,"Opinium",0.45
"2791",2014-12-15,"YouGov",0.49
"2792",2014-12-14,"YouGov",0.46
"2793",2014-12-13,"Ipsos",0.45
"2794",2014-12-12,"Populus",0.46
"2795",2014-12-12,"Savanta",0.45
"2796",2014-12-12,"ICM",0.42
"2797",2014-12-11,"YouGov",0.48
"2798",2014-12-11,"Kantar",0.47
"2799",2014-12-10,"Savanta",0.51
"2800",2014-12-10,"Populus",0.48
"2801",2014-12-10,"YouGov",0.46
"2802",2014-12-09,"YouGov",0.48
"2803",2014-12-08,"YouGov",0.47
"2804",2014-12-07,"YouGov",0.49
"2805",2014-12-05,"Lord Ashcroft",0.49
"2806",2014-12-05,"Populus",0.48
"2807",2014-12-04,"YouGov",0.49
"2808",2014-12-03,"Opinium",0.48
"2809",2014-12-03,"Populus",0.47
"2810",2014-12-03,"YouGov",0.46
"2811",2014-12-02,"YouGov",0.49
"2812",2014-12-01,"YouGov",0.48
"2813",2014-11-30,"YouGov",0.47
"2814",2014-11-28,"Lord Ashcroft",0.46
"2815",2014-11-28,"Populus",0.46
"2816",2014-11-28,"Savanta",0.46
"2817",2014-11-27,"YouGov",0.47
"2818",2014-11-26,"YouGov",0.48
"2819",2014-11-26,"Populus",0.46
"2820",2014-11-25,"YouGov",0.49
"2821",2014-11-25,"Kantar",0.49
"2822",2014-11-24,"YouGov",0.48
"2823",2014-11-23,"YouGov",0.48
"2824",2014-11-21,"Populus",0.46
"2825",2014-11-21,"Lord Ashcroft",0.45
"2826",2014-11-20,"YouGov",0.49
"2827",2014-11-19,"YouGov",0.49
"2828",2014-11-19,"YouGov",0.48
"2829",2014-11-19,"Populus",0.47
"2830",2014-11-18,"Opinium",0.49
"2831",2014-11-18,"YouGov",0.48
"2832",2014-11-17,"YouGov",0.47
"2833",2014-11-16,"YouGov",0.48
"2834",2014-11-14,"Opinium",0.52
"2835",2014-11-14,"Lord Ashcroft",0.48
"2836",2014-11-14,"Populus",0.46
"2837",2014-11-14,"Lord Ashcroft",0.45
"2838",2014-11-13,"YouGov",0.49
"2839",2014-11-12,"Savanta",0.49
"2840",2014-11-12,"YouGov",0.48
"2841",2014-11-12,"Populus",0.46
"2842",2014-11-11,"YouGov",0.47
"2843",2014-11-10,"YouGov",0.48
"2844",2014-11-09,"YouGov",0.49
"2845",2014-11-08,"Ipsos",0.46
"2846",2014-11-07,"Survation",0.52
"2847",2014-11-07,"Populus",0.47
"2848",2014-11-07,"Lord Ashcroft",0.46
"2849",2014-11-07,"ICM",0.45
"2850",2014-11-06,"YouGov",0.49
"2851",2014-11-05,"YouGov",0.47
"2852",2014-11-05,"Populus",0.47
"2853",2014-11-04,"YouGov",0.49
"2854",2014-11-04,"Opinium",0.48
"2855",2014-11-03,"YouGov",0.47
"2856",2014-11-02,"YouGov",0.48
"2857",2014-10-31,"Populus",0.47
"2858",2014-10-31,"Lord Ashcroft",0.46
"2859",2014-10-30,"YouGov",0.49
"2860",2014-10-29,"Populus",0.49
"2861",2014-10-29,"YouGov",0.48
"2862",2014-10-28,"YouGov",0.48
"2863",2014-10-27,"YouGov",0.49
"2864",2014-10-26,"YouGov",0.5
"2865",2014-10-24,"Lord Ashcroft",0.49
"2866",2014-10-24,"Savanta",0.49
"2867",2014-10-24,"Populus",0.47
"2868",2014-10-23,"YouGov",0.49
"2869",2014-10-22,"YouGov",0.49
"2870",2014-10-22,"Populus",0.48
"2871",2014-10-21,"Opinium",0.51
"2872",2014-10-21,"YouGov",0.48
"2873",2014-10-20,"YouGov",0.48
"2874",2014-10-19,"YouGov",0.46
"2875",2014-10-17,"Populus",0.47
"2876",2014-10-17,"Lord Ashcroft",0.46
"2877",2014-10-16,"YouGov",0.48
"2878",2014-10-15,"Savanta",0.5
"2879",2014-10-15,"YouGov",0.49
"2880",2014-10-15,"Populus",0.47
"2881",2014-10-14,"YouGov",0.5
"2882",2014-10-13,"YouGov",0.48
"2883",2014-10-12,"YouGov",0.48
"2884",2014-10-11,"Ipsos",0.46
"2885",2014-10-10,"Survation",0.56
"2886",2014-10-10,"Populus",0.48
"2887",2014-10-10,"Lord Ashcroft",0.47
"2888",2014-10-10,"ICM",0.45
"2889",2014-10-09,"YouGov",0.48
"2890",2014-10-08,"Lord Ashcroft",0.49
"2891",2014-10-08,"Populus",0.47
"2892",2014-10-08,"YouGov",0.3
"2893",2014-10-07,"YouGov",0.47
"2894",2014-10-07,"Opinium",0.45
"2895",2014-10-06,"YouGov",0.47
"2896",2014-10-05,"YouGov",0.48
"2897",2014-10-03,"Survation",0.51
"2898",2014-10-03,"Lord Ashcroft",0.49
"2899",2014-10-03,"Populus",0.46
"2900",2014-10-02,"YouGov",0.49
"2901",2014-10-01,"YouGov",0.49
"2902",2014-10-01,"Populus",0.46
"2903",2014-09-30,"YouGov",0.46
"2904",2014-09-29,"YouGov",0.46
"2905",2014-09-28,"YouGov",0.47
"2906",2014-09-26,"Lord Ashcroft",0.49
"2907",2014-09-26,"Populus",0.48
"2908",2014-09-26,"Savanta",0.44
"2909",2014-09-25,"YouGov",0.46
"2910",2014-09-24,"Savanta",0.48
"2911",2014-09-24,"Populus",0.46
"2912",2014-09-24,"YouGov",0.44
"2913",2014-09-23,"Opinium",0.49
"2914",2014-09-23,"YouGov",0.46
"2915",2014-09-22,"YouGov",0.46
"2916",2014-09-21,"YouGov",0.47
"2917",2014-09-19,"Populus",0.45
"2918",2014-09-19,"Lord Ashcroft",0.44
"2919",2014-09-18,"YouGov",0.47
"2920",2014-09-17,"YouGov",0.47
"2921",2014-09-17,"Populus",0.47
"2922",2014-09-16,"YouGov",0.46
"2923",2014-09-15,"YouGov",0.46
"2924",2014-09-14,"YouGov",0.46
"2925",2014-09-12,"Survation",0.5
"2926",2014-09-12,"Lord Ashcroft",0.47
"2927",2014-09-12,"Populus",0.47
"2928",2014-09-12,"ICM",0.42
"2929",2014-09-11,"YouGov",0.47
"2930",2014-09-10,"YouGov",0.47
"2931",2014-09-10,"Populus",0.46
"2932",2014-09-09,"Opinium",0.48
"2933",2014-09-09,"YouGov",0.46
"2934",2014-09-08,"YouGov",0.46
"2935",2014-09-07,"YouGov",0.47
"2936",2014-09-06,"Ipsos",0.49
"2937",2014-09-05,"Populus",0.46
"2938",2014-09-05,"Lord Ashcroft",0.46
"2939",2014-09-04,"YouGov",0.48
"2940",2014-09-03,"YouGov",0.48
"2941",2014-09-03,"Populus",0.46
"2942",2014-09-02,"YouGov",0.47
"2943",2014-09-01,"YouGov",0.47
"2944",2014-08-31,"YouGov",0.48
"2945",2014-08-29,"Populus",0.47
"2946",2014-08-29,"Savanta",0.45
"2947",2014-08-28,"YouGov",0.48
"2948",2014-08-27,"Populus",0.48
"2949",2014-08-27,"YouGov",0.46
"2950",2014-08-26,"YouGov",0.48
"2951",2014-08-26,"Opinium",0.46
"2952",2014-08-25,"YouGov",0.46
"2953",2014-08-22,"Populus",0.47
"2954",2014-08-21,"YouGov",0.48
"2955",2014-08-20,"Savanta",0.5
"2956",2014-08-20,"YouGov",0.45
"2957",2014-08-20,"Populus",0.44
"2958",2014-08-19,"YouGov",0.45
"2959",2014-08-18,"YouGov",0.48
"2960",2014-08-17,"YouGov",0.45
"2961",2014-08-15,"Populus",0.46
"2962",2014-08-14,"YouGov",0.47
"2963",2014-08-13,"YouGov",0.47
"2964",2014-08-13,"Populus",0.46
"2965",2014-08-12,"Opinium",0.49
"2966",2014-08-12,"YouGov",0.46
"2967",2014-08-11,"YouGov",0.46
"2968",2014-08-10,"YouGov",0.45
"2969",2014-08-09,"Ipsos",0.46
"2970",2014-08-08,"Populus",0.45
"2971",2014-08-08,"ICM",0.41
"2972",2014-08-07,"YouGov",0.46
"2973",2014-08-06,"Populus",0.47
"2974",2014-08-06,"YouGov",0.45
"2975",2014-08-05,"YouGov",0.46
"2976",2014-08-04,"YouGov",0.45
"2977",2014-08-03,"YouGov",0.47
"2978",2014-08-01,"Lord Ashcroft",0.48
"2979",2014-08-01,"Populus",0.47
"2980",2014-07-31,"YouGov",0.47
"2981",2014-07-30,"Populus",0.48
"2982",2014-07-30,"YouGov",0.47
"2983",2014-07-29,"YouGov",0.47
"2984",2014-07-29,"Opinium",0.47
"2985",2014-07-28,"YouGov",0.46
"2986",2014-07-27,"YouGov",0.45
"2987",2014-07-25,"Lord Ashcroft",0.46
"2988",2014-07-25,"Populus",0.45
"2989",2014-07-25,"Savanta",0.44
"2990",2014-07-24,"YouGov",0.48
"2991",2014-07-23,"YouGov",0.46
"2992",2014-07-23,"Populus",0.44
"2993",2014-07-22,"YouGov",0.46
"2994",2014-07-21,"YouGov",0.48
"2995",2014-07-20,"YouGov",0.45
"2996",2014-07-18,"Populus",0.45
"2997",2014-07-18,"Lord Ashcroft",0.44
"2998",2014-07-17,"Opinium",0.47
"2999",2014-07-17,"YouGov",0.45
"3000",2014-07-16,"Populus",0.49
"3001",2014-07-16,"Savanta",0.48
"3002",2014-07-16,"YouGov",0.45
"3003",2014-07-15,"YouGov",0.46
"3004",2014-07-14,"YouGov",0.47
"3005",2014-07-13,"YouGov",0.45
"3006",2014-07-12,"Ipsos",0.44
"3007",2014-07-11,"Lord Ashcroft",0.46
"3008",2014-07-11,"Populus",0.46
"3009",2014-07-11,"ICM",0.43
"3010",2014-07-10,"YouGov",0.45
"3011",2014-07-09,"YouGov",0.46
"3012",2014-07-09,"Populus",0.46
"3013",2014-07-08,"YouGov",0.44
"3014",2014-07-07,"YouGov",0.43
"3015",2014-07-06,"YouGov",0.47
"3016",2014-07-04,"Populus",0.45
"3017",2014-07-04,"Lord Ashcroft",0.42
"3018",2014-07-03,"YouGov",0.47
"3019",2014-07-02,"Populus",0.48
"3020",2014-07-02,"YouGov",0.47
"3021",2014-07-01,"YouGov",0.47
"3022",2014-07-01,"Opinium",0.47
"3023",2014-06-30,"YouGov",0.44
"3024",2014-06-29,"YouGov",0.47
"3025",2014-06-27,"Survation",0.49
"3026",2014-06-27,"Lord Ashcroft",0.48
"3027",2014-06-27,"Savanta",0.48
"3028",2014-06-27,"Populus",0.45
"3029",2014-06-26,"YouGov",0.47
"3030",2014-06-25,"Populus",0.47
"3031",2014-06-25,"YouGov",0.46
"3032",2014-06-24,"YouGov",0.46
"3033",2014-06-23,"YouGov",0.48
"3034",2014-06-22,"YouGov",0.47
"3035",2014-06-20,"Lord Ashcroft",0.45
"3036",2014-06-20,"Populus",0.45
"3037",2014-06-19,"YouGov",0.46
"3038",2014-06-18,"YouGov",0.48
"3039",2014-06-18,"Populus",0.47
"3040",2014-06-17,"Opinium",0.48
"3041",2014-06-17,"YouGov",0.47
"3042",2014-06-16,"YouGov",0.47
"3043",2014-06-15,"YouGov",0.46
"3044",2014-06-14,"Ipsos",0.45
"3045",2014-06-13,"ICM",0.47
"3046",2014-06-13,"Populus",0.46
"3047",2014-06-13,"Lord Ashcroft",0.44
"3048",2014-06-12,"YouGov",0.46
"3049",2014-06-11,"Savanta",0.5
"3050",2014-06-11,"Populus",0.47
"3051",2014-06-11,"YouGov",0.47
"3052",2014-06-11,"YouGov",0.44
"3053",2014-06-10,"Kantar",0.52
"3054",2014-06-10,"YouGov",0.48
"3055",2014-06-09,"YouGov",0.47
"3056",2014-06-08,"YouGov",0.46
"3057",2014-06-06,"Populus",0.49
"3058",2014-06-06,"Lord Ashcroft",0.45
"3059",2014-06-05,"YouGov",0.47
"3060",2014-06-04,"Populus",0.48
"3061",2014-06-04,"YouGov",0.46
"3062",2014-06-03,"Opinium",0.5
"3063",2014-06-03,"YouGov",0.45
"3064",2014-06-02,"YouGov",0.46
"3065",2014-06-01,"YouGov",0.47
"3066",2014-05-30,"Populus",0.45
"3067",2014-05-30,"Lord Ashcroft",0.44
"3068",2014-05-29,"YouGov",0.48
"3069",2014-05-28,"Populus",0.48
"3070",2014-05-28,"YouGov",0.47
"3071",2014-05-27,"YouGov",0.46
"3072",2014-05-26,"YouGov",0.47
"3073",2014-05-23,"Survation",0.5
"3074",2014-05-23,"Populus",0.48
"3075",2014-05-23,"Lord Ashcroft",0.46
"3076",2014-05-22,"YouGov",0.47
"3077",2014-05-21,"YouGov",0.48
"3078",2014-05-21,"Populus",0.48
"3079",2014-05-20,"Opinium",0.51
"3080",2014-05-20,"YouGov",0.46
"3081",2014-05-19,"Survation",0.49
"3082",2014-05-19,"YouGov",0.46
"3083",2014-05-18,"YouGov",0.44
"3084",2014-05-16,"Populus",0.49
"3085",2014-05-16,"Savanta",0.44
"3086",2014-05-16,"Lord Ashcroft",0.43
"3087",2014-05-15,"YouGov",0.34
"3088",2014-05-14,"Savanta",0.48
"3089",2014-05-14,"YouGov",0.47
"3090",2014-05-14,"Populus",0.45
"3091",2014-05-13,"YouGov",0.45
"3092",2014-05-12,"YouGov",0.49
"3093",2014-05-11,"YouGov",0.49
"3094",2014-05-10,"Ipsos",0.42
"3095",2014-05-09,"Lord Ashcroft",0.49
"3096",2014-05-09,"Survation",0.48
"3097",2014-05-09,"Populus",0.48
"3098",2014-05-09,"ICM",0.48
"3099",2014-05-08,"YouGov",0.44
"3100",2014-05-07,"Populus",0.48
"3101",2014-05-07,"YouGov",0.47
"3102",2014-05-06,"Opinium",0.49
"3103",2014-05-06,"YouGov",0.47
"3104",2014-05-05,"YouGov",0.48
"3105",2014-05-02,"Populus",0.47
"3106",2014-05-01,"YouGov",0.48
"3107",2014-04-30,"YouGov",0.48
"3108",2014-04-30,"Populus",0.48
"3109",2014-04-29,"YouGov",0.46
"3110",2014-04-28,"YouGov",0.46
"3111",2014-04-27,"YouGov",0.47
"3112",2014-04-25,"Populus",0.47
"3113",2014-04-24,"YouGov",0.46
"3114",2014-04-23,"Populus",0.48
"3115",2014-04-23,"YouGov",0.46
"3116",2014-04-22,"Opinium",0.5
"3117",2014-04-22,"YouGov",0.47
"3118",2014-04-21,"YouGov",0.46
"3119",2014-04-17,"Populus",0.46
"3120",2014-04-16,"YouGov",0.48
"3121",2014-04-15,"Populus",0.48
"3122",2014-04-15,"YouGov",0.44
"3123",2014-04-14,"YouGov",0.47
"3124",2014-04-13,"YouGov",0.45
"3125",2014-04-11,"Populus",0.46
"3126",2014-04-11,"ICM",0.43
"3127",2014-04-11,"Savanta",0.42
"3128",2014-04-10,"YouGov",0.46
"3129",2014-04-09,"Savanta",0.49
"3130",2014-04-09,"YouGov",0.46
"3131",2014-04-09,"Populus",0.46
"3132",2014-04-08,"Opinium",0.48
"3133",2014-04-08,"YouGov",0.47
"3134",2014-04-07,"YouGov",0.46
"3135",2014-04-06,"YouGov",0.47
"3136",2014-04-05,"Ipsos",0.46
"3137",2014-04-04,"Survation",0.49
"3138",2014-04-04,"Populus",0.48
"3139",2014-04-03,"YouGov",0.46
"3140",2014-04-02,"Populus",0.46
"3141",2014-04-02,"YouGov",0.45
"3142",2014-04-01,"YouGov",0.45
"3143",2014-03-31,"YouGov",0.45
"3144",2014-03-30,"YouGov",0.47
"3145",2014-03-28,"Populus",0.45
"3146",2014-03-27,"Populus",0.47
"3147",2014-03-27,"YouGov",0.44
"3148",2014-03-26,"YouGov",0.46
"3149",2014-03-25,"Opinium",0.47
"3150",2014-03-25,"YouGov",0.46
"3151",2014-03-24,"YouGov",0.45
"3152",2014-03-23,"YouGov",0.46
"3153",2014-03-21,"Populus",0.47
"3154",2014-03-21,"Savanta",0.42
"3155",2014-03-20,"Survation",0.49
"3156",2014-03-20,"YouGov",0.47
"3157",2014-03-19,"Populus",0.46
"3158",2014-03-19,"YouGov",0.44
"3159",2014-03-18,"YouGov",0.44
"3160",2014-03-17,"YouGov",0.45
"3161",2014-03-16,"YouGov",0.43
"3162",2014-03-14,"Populus",0.45
"3163",2014-03-13,"YouGov",0.45
"3164",2014-03-12,"Savanta",0.48
"3165",2014-03-12,"Populus",0.47
"3166",2014-03-12,"YouGov",0.43
"3167",2014-03-11,"YouGov",0.48
"3168",2014-03-11,"Opinium",0.46
"3169",2014-03-10,"YouGov",0.46
"3170",2014-03-09,"YouGov",0.45
"3171",2014-03-08,"Ipsos",0.43
"3172",2014-03-07,"Populus",0.46
"3173",2014-03-07,"ICM",0.44
"3174",2014-03-06,"YouGov",0.46
"3175",2014-03-05,"Populus",0.46
"3176",2014-03-05,"YouGov",0.44
"3177",2014-03-04,"YouGov",0.45
"3178",2014-03-03,"YouGov",0.47
"3179",2014-03-02,"YouGov",0.44
"3180",2014-02-28,"Populus",0.46
"3181",2014-02-28,"Savanta",0.41
"3182",2014-02-27,"YouGov",0.46
"3183",2014-02-26,"YouGov",0.46
"3184",2014-02-26,"Populus",0.46
"3185",2014-02-25,"Opinium",0.48
"3186",2014-02-25,"YouGov",0.45
"3187",2014-02-24,"YouGov",0.44
"3188",2014-02-23,"YouGov",0.46
"3189",2014-02-21,"Populus",0.47
"3190",2014-02-20,"YouGov",0.44
"3191",2014-02-19,"YouGov",0.46
"3192",2014-02-19,"Populus",0.45
"3193",2014-02-18,"YouGov",0.45
"3194",2014-02-17,"YouGov",0.45
"3195",2014-02-16,"YouGov",0.44
"3196",2014-02-14,"Populus",0.46
"3197",2014-02-13,"YouGov",0.44
"3198",2014-02-12,"Savanta",0.47
"3199",2014-02-12,"Populus",0.46
"3200",2014-02-12,"YouGov",0.45
"3201",2014-02-11,"YouGov",0.45
"3202",2014-02-11,"Opinium",0.45
"3203",2014-02-10,"YouGov",0.45
"3204",2014-02-09,"YouGov",0.45
"3205",2014-02-07,"Populus",0.46
"3206",2014-02-07,"ICM",0.45
"3207",2014-02-06,"YouGov",0.45
"3208",2014-02-05,"Populus",0.48
"3209",2014-02-05,"YouGov",0.46
"3210",2014-02-04,"YouGov",0.45
"3211",2014-02-03,"YouGov",0.46
"3212",2014-02-02,"YouGov",0.44
"3213",2014-02-01,"Ipsos",0.41
"3214",2014-01-31,"Populus",0.41
"3215",2014-01-30,"YouGov",0.45
"3216",2014-01-29,"YouGov",0.44
"3217",2014-01-29,"Populus",0.42
"3218",2014-01-28,"YouGov",0.46
"3219",2014-01-28,"Opinium",0.46
"3220",2014-01-27,"YouGov",0.46
"3221",2014-01-26,"YouGov",0.48
"3222",2014-01-24,"Savanta",0.46
"3223",2014-01-24,"Populus",0.41
"3224",2014-01-23,"YouGov",0.45
"3225",2014-01-22,"YouGov",0.47
"3226",2014-01-22,"Populus",0.41
"3227",2014-01-21,"YouGov",0.44
"3228",2014-01-20,"YouGov",0.47
"3229",2014-01-19,"YouGov",0.44
"3230",2014-01-17,"Populus",0.41
"3231",2014-01-16,"YouGov",0.46
"3232",2014-01-15,"Savanta",0.49
"3233",2014-01-15,"YouGov",0.44
"3234",2014-01-15,"Populus",0.42
"3235",2014-01-14,"Survation",0.47
"3236",2014-01-14,"Opinium",0.47
"3237",2014-01-14,"YouGov",0.45
"3238",2014-01-13,"YouGov",0.47
"3239",2014-01-12,"YouGov",0.45
"3240",2014-01-11,"Ipsos",0.41
"3241",2014-01-10,"Populus",0.42
"3242",2014-01-10,"ICM",0.42
"3243",2014-01-09,"YouGov",0.45
"3244",2014-01-08,"YouGov",0.45
"3245",2014-01-08,"Populus",0.41
"3246",2014-01-07,"YouGov",0.45
"3247",2014-01-06,"YouGov",0.46
"3248",2014-01-05,"YouGov",0.44
"3249",2014-01-03,"Survation",0.47
